,photo_name,code_folder,metadata,sentence
309,QD-2018-DSC106151.JPG,t545,"[['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of a heritage site in Ladakh. The site is : Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
310,QD-2018-DSC106152.JPG,t545,"[['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of a heritage site in Ladakh. The site is : Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
311,QD-2018-DSC106184.JPG,t545,"[['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of a heritage site in Ladakh. The site is : Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
312,QD-2018-DSC106185.JPG,t545,"[['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of a heritage site in Ladakh. The site is : Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
313,QD-2018-DSC106217.JPG,t545,"[['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of a heritage site in Ladakh. The site is : Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
314,QD-2018-DSC106218.JPG,t545,"[['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of a heritage site in Ladakh. The site is : Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
315,QD-2018-DSC106219.JPG,t545,"[['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of a heritage site in Ladakh. The site is : Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
316,QD-2018-DSC106220.JPG,t545,"[['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of a heritage site in Ladakh. The site is : Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
317,QD-2018-DSC106221.JPG,t545,"[['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of a heritage site in Ladakh. The site is : Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
318,QD-2018-DSC123084.jpg,rc039+t545,"[['rc039', 'Chortens', 'Chortens', '33.745180', '77.757706'], ['t545', 'Tashi Thongmon Gonpa', 'Monastery', 33.740438, 77.75431400000001]]","This is a picture of 2 heritage sites in Ladakh. The sites are : Chortens (code: rc039, type: Chortens, coordinates : 33.745180°N 77.757706°E), Tashi Thongmon Gonpa (code: t545, type: Monastery, coordinates : 33.740438°N 77.75431400000001°E). More information: ladakharcheology.com"
319,QD-2018-DSC123085.JPG,rc039,"[['rc039', 'Chortens', 'Chortens', '33.745180', '77.757706']]","This is a picture of a heritage site in Ladakh. The site is : Chortens (code: rc039, type: Chortens, coordinates : 33.745180°N 77.757706°E). More information: ladakharcheology.com"
320,QD-2018-DSC123087.JPG,rc039,"[['rc039', 'Chortens', 'Chortens', '33.745180', '77.757706']]","This is a picture of a heritage site in Ladakh. The site is : Chortens (code: rc039, type: Chortens, coordinates : 33.745180°N 77.757706°E). More information: ladakharcheology.com"
321,QD-2018-DSC123088.JPG,rc039,"[['rc039', 'Chortens', 'Chortens', '33.745180', '77.757706']]","This is a picture of a heritage site in Ladakh. The site is : Chortens (code: rc039, type: Chortens, coordinates : 33.745180°N 77.757706°E). More information: ladakharcheology.com"
322,QD-2018-DSC123173.JPG,rc039,"[['rc039', 'Chortens', 'Chortens', '33.745180', '77.757706']]","This is a picture of a heritage site in Ladakh. The site is : Chortens (code: rc039, type: Chortens, coordinates : 33.745180°N 77.757706°E). More information: ladakharcheology.com"
